,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,renovated_or_not,stye
8943,852600.0,4,2.5,3320,11901,2.0,0,0,5,9,2650,670,2700,11114,0,2
8944,235000.0,2,1.0,720,6321,1.0,0,0,3,6,720,0,920,5684,0,1
8946,230000.0,3,2.25,1490,8722,2.0,0,0,3,7,1490,0,1510,8061,0,3
8947,404763.0,3,2.5,1690,1609,2.0,0,0,3,8,1150,540,1690,1860,0,3
8948,245000.0,3,2.5,1720,3407,2.0,0,0,3,7,1720,0,1720,3407,0,3
8949,188000.0,3,1.5,1140,8500,1.0,0,0,4,7,1140,0,1600,8500,0,2
8950,626100.0,4,2.5,2280,7219,2.0,0,0,4,8,2280,0,2240,7471,0,3
8951,428750.0,3,1.0,1100,4080,1.0,0,0,4,7,900,200,1170,4080,0,1
8952,522000.0,4,2.25,1800,8623,1.0,0,0,4,8,1360,440,2370,8623,0,2
8953,684000.0,4,2.5,2500,8434,2.0,0,0,4,8,2500,0,1900,8131,0,3
8954,1065500.0,3,2.25,2950,7232,1.0,0,2,3,8,1520,1430,2130,7140,0,2
8955,611206.0,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,2560,6300,0,2
8956,350000.0,2,1.0,1280,5250,1.0,0,0,4,7,1140,140,1050,5250,0,1
8958,420000.0,2,1.0,930,5368,1.0,0,0,4,7,930,0,1770,6000,0,1
8959,400000.0,5,2.0,1930,9747,1.0,0,0,4,7,1020,910,2040,9370,0,2
8962,750000.0,4,2.25,3190,11597,2.0,0,0,3,10,2300,890,2990,10679,0,2
8963,368000.0,3,1.75,1710,10800,1.0,0,0,4,7,1710,0,1890,10800,0,2
8964,342000.0,3,1.0,1980,6450,1.0,0,0,4,6,1120,860,1180,5160,0,1
8965,700000.0,3,1.75,1910,4800,1.0,0,0,3,7,1080,830,1750,4800,0,2
8966,848750.0,6,3.75,3160,5000,2.0,0,0,3,8,3160,0,1740,5000,0,3
8967,720000.0,3,2.0,1590,5200,1.0,0,0,3,7,1320,270,1620,5150,0,1
8968,525000.0,4,2.25,1890,8549,1.0,0,0,3,8,1890,0,1940,7210,0,2
8970,405000.0,3,2.0,1740,18000,1.0,0,0,3,7,1230,510,1740,11250,0,3
8971,392800.0,3,2.0,1080,11856,1.0,0,0,5,7,1080,0,1220,9247,0,2
8972,394999.0,3,1.5,1730,7800,1.0,0,0,3,7,1330,400,1780,8309,0,2
8973,340000.0,3,2.5,2480,6112,2.0,0,0,3,7,2480,0,3220,6727,0,3
8974,482500.0,3,2.25,1450,1445,2.0,0,0,3,7,980,470,1510,1370,0,3
8975,812500.0,4,2.5,2750,10159,2.0,0,0,3,10,2750,0,3160,10159,0,3
8976,450000.0,3,2.5,2820,10208,1.0,0,1,4,8,1410,1410,1540,10684,0,1
8977,398000.0,3,1.75,1830,27468,1.0,0,0,3,7,1830,0,1860,10180,0,1
8978,1075000.0,2,3.25,1550,1767,3.0,1,3,3,8,1550,0,2710,3444,0,3
8979,540000.0,2,2.0,1640,3021,1.0,0,2,3,7,840,800,1780,4500,0,2
8980,275000.0,4,2.0,1720,5472,1.0,0,0,3,6,860,860,1720,5670,0,0
8981,780000.0,5,2.0,2880,12000,2.0,0,0,3,8,2880,0,1720,5000,0,0
8982,225000.0,3,1.5,1220,8345,1.5,0,0,3,7,1220,0,1880,10169,0,1
8983,503045.0,3,3.0,1560,2250,2.0,0,0,3,9,1560,0,1610,4500,0,3
8984,249000.0,2,2.0,1090,1357,2.0,0,0,3,7,1090,0,1078,1318,0,3
8985,569950.0,4,1.0,1140,5940,1.0,0,2,3,7,1140,0,1630,4000,0,0
8986,450000.0,2,2.25,1040,1377,2.0,0,0,3,8,1040,0,1264,1892,0,3
8987,1099500.0,4,2.0,2580,6000,1.0,0,0,5,9,1300,1280,2300,6200,0,1
8988,700000.0,4,2.5,2310,3570,1.5,0,0,3,7,1490,820,1580,3060,1,0
8989,454000.0,3,2.5,1590,4094,2.0,0,0,3,7,1590,0,1940,3924,0,3
8990,555000.0,3,1.75,1270,9170,1.0,0,0,3,7,1270,0,1700,8500,0,2
8991,214000.0,3,1.5,1240,5200,1.0,0,0,5,6,1240,0,1060,5200,0,2
8992,590000.0,3,2.5,2210,8622,2.0,0,0,3,8,2210,0,2340,7192,0,3
8994,205000.0,3,1.5,1420,5000,1.0,0,0,3,7,920,500,1400,7500,0,3
8995,390000.0,3,1.75,1430,9857,1.0,0,2,4,7,1140,290,1310,9880,0,2
8996,970500.0,3,2.75,2470,10125,2.0,0,0,3,8,2470,0,2290,10125,1,2
8998,320000.0,3,1.0,1120,10576,1.0,0,0,4,7,1120,0,1300,10000,0,2
8999,552500.0,3,2.25,2700,4025,2.0,0,0,4,8,1760,940,1580,4025,0,0
9000,1050000.0,3,3.0,3490,4500,2.5,0,0,3,9,3170,320,2840,4050,0,0
9001,230000.0,3,1.0,1640,7187,1.0,0,0,3,7,1640,0,1340,8346,0,2
9002,680000.0,3,1.75,1620,5500,1.0,0,0,3,7,1110,510,2100,6500,0,1
9003,985000.0,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,2100,5400,0,0
9004,375000.0,4,2.5,1870,7471,2.0,0,0,3,8,1870,0,2020,8912,0,3
9005,431000.0,2,1.5,1300,4000,1.5,0,0,4,6,1300,0,1480,4000,0,0
9006,463000.0,3,2.5,2190,17108,2.0,0,0,3,8,2190,0,2400,14040,0,3
9007,350000.0,3,1.75,1320,10500,1.0,0,0,3,7,1320,0,1310,10500,0,2
9008,485000.0,3,1.0,1250,7200,1.0,0,0,3,7,1250,0,1430,7400,0,2
9009,355000.0,4,1.75,2040,15000,1.0,0,0,4,7,1360,680,2310,15000,0,2
9010,603500.0,3,1.75,2140,7280,1.0,0,0,3,7,1070,1070,2280,8400,0,0
9011,860000.0,5,1.75,2510,6000,1.5,0,0,5,8,2010,500,2240,5000,0,0
9012,259875.0,5,2.5,2200,6250,2.0,0,0,3,7,2200,0,1850,6091,0,3
9013,685000.0,4,2.5,2170,8680,1.0,0,0,3,7,1220,950,2010,8680,0,2
9014,382500.0,4,2.5,2980,8786,2.0,0,0,3,8,2980,0,2980,6718,0,3
9015,490000.0,3,1.0,1180,2250,1.5,0,0,3,7,1180,0,1320,5100,0,0
9016,229000.0,3,2.0,1540,6000,1.0,0,0,4,6,1540,0,1490,8213,0,1
9017,430000.0,3,2.0,1540,6000,1.0,0,0,4,6,1540,0,1490,8213,0,1
9018,580000.0,5,2.5,3110,15783,1.0,0,0,3,8,1720,1390,2550,12220,0,2
9019,510000.0,3,1.75,1370,6700,1.0,0,0,3,8,1370,0,1180,6694,1,1
9020,489990.0,5,2.25,2440,20828,1.5,0,0,4,8,2440,0,2670,14472,0,2
9021,440000.0,3,2.25,1760,1800,2.0,0,0,3,7,1330,430,1150,4575,0,2
9022,479950.0,3,2.5,2810,4984,1.0,0,0,3,9,1750,1060,2810,5711,0,3
9026,565000.0,3,2.5,2700,6037,2.0,0,0,3,8,2700,0,2740,6054,0,3
9027,359999.0,5,3.0,2680,9624,2.0,0,0,3,7,1870,810,1860,9921,0,3
9028,625000.0,3,1.75,1780,4500,1.0,0,0,4,7,920,860,1360,4000,0,0
9029,349950.0,3,2.5,2240,7565,2.0,0,0,3,8,2240,0,2190,8254,0,3
9030,415000.0,4,2.0,1610,9600,1.0,0,0,5,7,1610,0,1450,9600,0,2
9031,435000.0,2,2.0,1440,1170,2.0,0,0,3,9,960,480,1440,1350,0,3
9032,225000.0,3,1.75,1550,9060,2.0,0,0,3,7,1550,0,1080,7620,1,1
9033,770000.0,3,1.75,1720,5000,1.0,0,0,3,9,1720,0,2120,4188,1,1
9034,340000.0,3,1.75,1740,10800,1.0,0,0,3,7,1740,0,1810,7735,0,2
9035,965000.0,5,2.75,3280,12673,1.0,0,0,4,9,2050,1230,3060,12847,0,2
9037,250000.0,1,1.0,1100,4373,1.0,0,0,2,6,820,280,1100,7500,0,1
9038,397990.0,3,1.0,1180,11862,1.0,0,0,4,7,1180,0,1540,8100,0,1
9039,535000.0,3,1.75,2020,10031,1.0,0,0,5,7,1370,650,1500,8456,0,1
9040,265950.0,3,1.5,1150,8450,1.0,0,0,4,6,1150,0,1160,6800,0,1
9041,258000.0,3,1.75,2090,7461,1.0,0,0,3,6,1200,890,1420,7462,0,2
9042,505500.0,3,2.5,1300,1187,3.0,0,0,3,8,1300,0,1320,1194,0,3
9043,455000.0,5,2.5,2240,7770,1.0,0,0,3,7,1340,900,1820,7770,0,2
9046,329800.0,4,2.5,2080,7047,2.0,0,0,3,8,2080,0,2580,7227,0,3
9048,450000.0,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,2040,8052,0,2
9049,952000.0,3,3.5,2760,4500,2.0,0,0,3,9,2120,640,1950,6000,0,3
9050,625000.0,4,2.0,1410,4480,1.5,0,0,3,8,1410,0,1240,3400,0,0
9051,226800.0,2,1.0,1240,11393,1.0,0,0,4,7,1240,0,1660,11393,0,2
9053,350000.0,4,2.75,3390,16153,1.0,0,0,4,7,1970,1420,2530,8495,0,2
9054,395000.0,3,1.75,1400,8640,1.0,0,0,3,7,1400,0,1630,8640,0,2
9055,285000.0,5,3.0,2110,5260,2.0,0,0,3,7,1670,440,2110,5260,0,3
9057,254000.0,3,1.0,1270,16800,1.0,0,0,4,7,1270,0,1700,10200,0,1
9058,348140.0,2,1.5,2060,10880,1.0,0,0,3,6,1190,870,1430,8781,0,0
9059,354950.0,4,2.75,2530,7350,1.0,0,0,5,8,1280,1250,2280,7350,0,2
9060,706000.0,3,2.75,1900,6400,1.0,0,0,5,7,1410,490,1350,6400,0,1
9061,499000.0,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2320,5178,0,3
9063,439000.0,5,3.5,2880,10000,2.0,0,3,3,8,1980,900,2120,9535,0,3
9065,842000.0,3,1.0,1620,4774,1.5,0,0,3,7,1620,0,1880,4560,0,0
9068,255000.0,2,1.0,1200,9000,1.0,0,2,5,6,1200,0,1660,9000,0,0
9069,565000.0,5,2.25,2130,4360,1.0,0,2,3,8,1240,890,1830,5000,0,2
9070,274000.0,5,1.75,1950,8720,1.0,0,0,3,7,1050,900,1660,8030,0,2
9071,260000.0,3,2.0,1920,8075,1.0,0,0,4,7,1510,410,1920,7826,0,2
9072,581000.0,4,2.0,2510,13695,1.0,0,0,4,7,1280,1230,1220,12500,1,2
9073,625000.0,3,1.5,1990,5978,1.5,1,4,4,7,1990,0,2100,6221,0,0
9074,220000.0,3,1.0,1230,9720,1.0,0,0,5,7,1230,0,1230,9720,0,2
9078,351000.0,4,1.0,1550,7260,1.0,0,0,4,6,1550,0,1210,7260,0,2
9079,413565.0,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,1690,1619,0,3
9080,363000.0,3,3.25,1651,1779,2.0,0,0,3,8,1341,310,1650,2908,0,3
9082,473000.0,2,1.75,1510,4555,1.0,0,0,3,8,1510,0,1640,4500,0,3
9083,585888.0,3,2.0,1490,7431,1.0,0,0,4,7,1490,0,1700,7725,0,2
9084,405000.0,4,2.5,2220,4652,2.0,0,0,3,7,2220,0,1840,4500,0,3
9087,575000.0,3,2.0,2150,3880,1.0,0,0,3,8,1080,1070,2130,4000,0,1
9088,220000.0,3,2.25,1400,7205,1.0,0,0,3,7,1140,260,1970,7252,0,2
9089,610000.0,4,3.0,2450,10117,1.0,0,0,5,8,1580,870,2530,10125,0,2
9090,499950.0,3,1.0,980,6380,1.0,0,0,3,7,760,220,1390,6380,0,1
9091,883000.0,4,2.5,2800,6874,2.0,0,0,3,9,2170,630,1430,6240,0,3
9092,436000.0,2,1.0,1240,8100,1.5,0,2,3,7,1240,0,2790,8100,0,0
9093,320000.0,3,2.5,1610,1356,2.0,0,0,3,8,1240,370,1270,1314,0,3
9095,204700.0,4,2.0,1670,9987,1.0,0,0,3,7,1670,0,1640,7280,0,2
9096,384000.0,6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,1160,5628,0,3
9097,314000.0,3,2.75,1900,8200,2.0,0,0,4,7,1900,0,1620,8200,0,2
9098,535000.0,3,2.5,2390,6263,2.0,0,0,3,9,2390,0,2390,11761,0,3
9100,426000.0,4,1.5,1470,5850,1.0,0,0,4,7,810,660,1290,7300,0,2
9101,675000.0,4,2.75,2670,6780,2.0,0,3,5,8,1630,1040,2400,5989,0,0
9102,380000.0,4,2.5,2540,6365,2.0,0,0,3,8,1870,670,2290,5942,0,3
9103,685000.0,3,2.5,3450,8000,3.0,0,0,4,8,2970,480,1880,6135,1,0
9105,799000.0,4,1.5,1810,6583,1.0,0,0,3,7,1500,310,860,8670,0,2
9106,318500.0,5,1.75,1550,6986,1.0,0,0,3,7,1030,520,1550,6986,0,2
9107,925000.0,3,3.25,4110,20900,2.0,0,0,3,9,2630,1480,2640,14700,0,3
9108,420000.0,3,1.5,2080,5000,1.0,0,0,3,7,1300,780,1860,5000,0,2
9109,570000.0,2,1.0,1100,4000,1.0,0,0,3,7,1100,0,1590,4000,0,0
9110,1052500.0,4,2.75,3950,12840,2.0,0,0,5,8,3950,0,2350,12507,0,2
9111,333000.0,3,1.0,1250,8450,1.0,0,0,4,7,1250,0,1350,9300,0,1
9113,660000.0,3,2.5,2290,2798,3.0,0,0,4,9,2290,0,2260,5000,1,1
9114,350000.0,6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1550,8460,0,2
9115,682500.0,6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1550,8460,0,2
9116,399990.0,5,2.75,1690,4000,1.0,0,0,5,7,970,720,1240,4000,0,1
9118,216180.0,2,1.0,1120,7797,1.0,0,0,3,6,1120,0,2180,7200,0,1
9119,300000.0,4,2.25,1740,9613,2.0,0,0,5,8,1740,0,1680,9769,0,3
9120,145000.0,3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1150,9435,0,2
9121,255000.0,3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1150,9435,0,2
9122,250000.0,3,1.75,1200,24805,1.0,0,0,3,6,1200,0,2150,4339,0,2
9123,245000.0,3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1290,9440,0,2
9124,445000.0,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1970,7056,0,2
9125,562000.0,3,1.5,1830,8000,1.0,0,0,4,7,1830,0,1310,7500,0,1
9126,501000.0,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1730,7519,0,2
9127,190000.0,3,1.75,1160,5850,1.0,0,0,4,6,1160,0,1110,8382,0,0
9129,1085000.0,5,2.5,2340,6000,2.0,0,0,4,10,2340,0,2350,6000,0,0
9130,575000.0,5,3.0,3690,49709,1.0,0,2,3,9,2690,1000,2590,8691,0,2
9134,284850.0,3,1.5,1590,8256,1.0,0,1,3,7,1090,500,1950,7840,0,2
9135,570000.0,4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2110,11761,0,3
9136,304000.0,3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1690,6000,0,1
9137,560000.0,4,2.5,1790,9787,1.0,0,2,4,8,1240,550,1790,9787,0,2
9138,325000.0,3,1.0,1590,8160,1.0,0,1,3,7,1090,500,1540,10500,0,1
9139,557510.0,4,2.0,1580,4800,1.5,0,2,3,7,1580,0,1580,4800,0,0
9140,305000.0,4,2.25,2580,8820,1.0,0,0,4,9,1620,960,2140,8400,0,2
9141,320000.0,5,1.0,1740,27350,1.0,0,0,4,5,1740,0,2760,10749,0,2
9143,383001.0,3,1.0,1180,7210,1.0,0,0,4,7,1180,0,1700,7210,0,2
9145,487500.0,2,1.0,1190,5000,1.0,0,0,3,7,1190,0,1600,5000,0,0
9146,345000.0,5,2.5,2450,6994,2.0,0,0,3,8,2450,0,1940,6035,0,3
9147,583000.0,6,2.75,2630,16411,1.0,0,0,4,8,1650,980,2250,12255,0,2
9148,534950.0,3,2.25,2130,12286,2.0,0,0,3,8,2130,0,2130,10158,0,2
9149,403504.0,4,1.0,1060,5750,1.0,0,0,3,6,950,110,1790,5857,0,0
9150,500000.0,3,1.75,1480,6120,1.5,0,0,3,7,1480,0,1480,6120,0,1
9152,525000.0,4,2.75,2440,5080,2.0,0,0,3,8,1750,690,1920,6375,0,2
9154,898500.0,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1080,3750,1,0
9156,450000.0,4,2.75,2900,6400,2.0,0,0,3,7,2040,860,1340,6144,1,0
9157,665000.0,4,2.25,2650,8149,1.0,0,0,4,8,1610,1040,2290,8019,0,2
9158,825000.0,4,2.5,2560,4000,2.0,0,0,5,8,1610,950,1760,4000,0,1
9159,200000.0,3,1.0,1150,4800,1.5,0,0,4,6,1150,0,1310,9510,0,1
9160,295000.0,3,2.0,1760,6092,1.0,0,0,3,7,1760,0,2590,6255,0,3
9161,748000.0,4,2.5,3220,8379,2.0,0,0,3,10,3220,0,2720,7635,0,3
9163,275000.0,3,1.0,1250,10744,1.0,0,0,3,6,1250,0,1500,10710,0,1
9164,196000.0,3,1.0,1000,8470,1.0,0,0,4,6,1000,0,1020,8470,0,2
9165,235750.0,2,1.0,740,11250,1.0,0,0,2,6,740,0,1390,11250,0,1
9166,315000.0,3,2.25,2170,8480,1.0,0,0,3,8,2170,0,2080,8452,0,2
9167,338000.0,4,2.5,2370,10631,2.0,0,0,3,8,2370,0,2200,8297,0,3
9168,353000.0,4,2.5,2300,4249,2.0,0,0,3,8,2300,0,2390,4385,0,3
9169,235000.0,3,1.75,1400,6300,1.0,0,0,3,7,1400,0,1400,8490,0,3
9170,569999.0,3,2.5,3080,13880,2.0,0,0,3,9,3080,0,2780,15318,0,3
9171,505000.0,4,2.25,2350,12540,2.0,0,0,3,8,2350,0,2090,7964,0,2
9174,240000.0,3,2.0,1100,6360,1.0,0,0,3,7,1100,0,1620,6360,0,3
9177,405000.0,2,1.75,1350,2653,2.0,0,0,3,7,1350,0,1370,4115,0,2
9178,304000.0,4,2.0,1310,8454,1.0,0,0,4,7,1310,0,1320,8274,0,1
9179,272000.0,4,2.25,1800,5555,2.0,0,0,3,7,1800,0,1810,5669,0,3
9180,412000.0,2,1.0,1260,3960,1.0,0,0,3,6,690,570,1250,3960,0,0
9181,698000.0,4,2.5,2990,7231,2.0,0,0,3,9,2990,0,3160,8339,0,3
9182,400000.0,2,1.0,1140,5100,1.0,0,0,3,7,1140,0,1230,5100,0,1
9183,305000.0,3,2.5,2100,6825,2.0,0,0,3,8,2100,0,2180,7614,0,3
9184,585000.0,4,2.0,2400,12753,1.0,0,0,4,7,2400,0,1830,12060,0,2
9185,190000.0,2,1.5,1400,9031,1.0,0,0,3,7,960,440,1450,7658,0,2
9186,760000.0,4,2.5,2990,12788,2.0,0,0,3,10,2990,0,3250,12212,0,3
9188,144000.0,3,1.0,980,6800,1.0,0,0,3,6,980,0,1140,9975,0,1
9189,139000.0,2,1.0,690,5280,1.0,0,0,4,5,690,0,1140,4860,0,1
9190,525000.0,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1570,6380,0,1
9191,293000.0,1,1.0,1110,5421,1.0,0,0,3,6,1110,0,1230,8100,0,1
9192,267100.0,2,2.5,1250,1580,2.0,0,0,3,7,1030,220,1250,1361,0,3
9194,240000.0,3,2.25,1500,15334,2.0,0,0,4,7,1500,0,1530,8102,0,3
9195,975000.0,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,2380,7000,1,0
9196,279950.0,5,1.75,2150,7171,1.0,0,0,4,7,1460,690,1710,7300,0,2
9197,405000.0,3,1.75,1260,7373,1.0,0,0,4,7,1260,0,1360,7373,0,2
9199,225000.0,3,1.0,960,6500,1.0,0,0,4,5,960,0,1150,6500,0,1
9200,250000.0,3,1.0,1520,7800,1.0,0,0,4,7,1120,400,1740,8000,0,2
9201,272950.0,3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1570,8418,0,3
9202,625000.0,5,1.0,3240,5324,2.0,0,0,3,9,3240,0,3240,6036,0,3
9203,670000.0,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,2010,2640,0,0
9204,1065000.0,3,2.5,2130,3545,3.0,0,0,5,9,2130,0,1970,3464,0,3
9205,540000.0,3,1.75,1970,8200,1.0,0,0,5,8,1420,550,2140,8000,0,2
9206,525000.0,3,2.5,2990,6725,2.0,0,0,3,9,2990,0,2790,6725,0,3
9207,425000.0,2,1.0,1160,17700,1.0,0,0,3,7,1160,0,1440,9000,0,1
9208,465500.0,3,1.75,1890,7004,1.0,0,0,3,7,1290,600,1440,5378,0,2
9209,443500.0,3,2.5,2170,5866,2.0,0,0,3,7,2170,0,2440,5798,0,3
9212,205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250,0,1250,1030,0,3
9213,315000.0,4,2.5,1940,10200,1.0,0,0,4,8,1140,800,1920,12600,0,2
9214,470000.0,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,2490,7951,0,3
9215,1100000.0,4,2.25,3310,8540,1.0,0,4,4,9,1660,1650,3450,9566,0,2
9217,310000.0,4,2.5,2660,12672,1.0,0,0,4,8,1740,920,2280,12477,0,2
9218,305000.0,3,1.0,950,13475,1.0,0,0,3,7,950,0,1240,8910,0,1
9219,307150.0,3,1.5,1480,6752,1.0,0,0,4,7,1480,0,1450,8023,0,2
9220,729032.0,4,2.5,2840,12866,1.0,0,0,4,9,1780,1060,2840,13209,0,2
9221,750000.0,5,2.5,3240,9960,1.0,0,1,3,8,2020,1220,2730,10400,0,2
9222,289000.0,4,2.5,1961,3207,2.0,0,0,3,7,1961,0,1961,3401,0,3
9223,480000.0,3,1.0,1100,5700,1.0,0,0,3,7,1100,0,1560,6588,0,1
9224,529000.0,3,1.75,1500,7367,1.0,0,0,3,8,1500,0,1920,7579,0,2
9225,585000.0,3,1.75,1480,4800,2.0,0,0,4,7,1140,340,1810,4800,0,1
9226,704000.0,4,2.75,2510,12500,1.0,0,0,5,8,2050,460,2200,12088,0,2
9227,607000.0,4,2.0,1490,4054,1.5,0,0,5,7,1490,0,1510,3889,0,0
9228,580000.0,3,2.25,2190,8188,2.0,0,0,3,8,1810,380,2190,8374,0,2
9229,875000.0,5,2.5,2530,8564,2.0,0,0,4,8,2530,0,2480,8714,0,2
9230,610000.0,4,2.5,2440,9350,1.0,0,0,4,8,1560,880,2260,8500,0,2
9233,733000.0,4,2.5,2210,5002,1.0,0,0,3,7,1370,840,1970,4920,0,2
9234,169100.0,3,2.0,1050,18304,1.0,0,0,4,7,1050,0,1690,15675,0,1
9235,250000.0,3,2.0,1050,18304,1.0,0,0,4,7,1050,0,1690,15675,0,1
9237,700000.0,2,1.0,1620,9855,1.0,0,4,3,8,1320,300,1820,7700,0,1
9238,379000.0,4,2.75,2410,5225,2.0,0,0,3,8,2410,0,2300,5378,0,3
9240,412133.0,2,1.0,920,4400,1.0,0,0,3,7,920,0,1560,4600,0,1
9241,480000.0,4,2.25,2330,14190,1.0,0,0,3,8,1740,590,2330,14190,0,2
9242,650000.0,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,2720,11448,0,1
9243,505000.0,2,2.5,1900,5065,2.0,0,0,3,8,1900,0,1350,4664,0,3
9244,931088.0,4,2.5,3510,17400,1.0,0,0,4,9,1930,1580,2730,12120,0,1
9245,570000.0,4,1.75,1860,7700,1.0,0,0,4,8,1860,0,1860,7700,0,2
9246,475000.0,3,1.0,1380,4635,1.0,0,0,4,6,1380,0,1790,4635,0,0
9247,240000.0,6,1.75,2210,8594,1.0,0,0,3,7,1310,900,1850,8594,0,2
9250,243000.0,3,1.0,1500,6600,1.0,0,0,2,6,1500,0,1730,6600,0,2
9251,660000.0,4,2.25,2010,15375,1.0,0,0,4,8,2010,0,1930,15375,0,1
9255,368000.0,3,2.5,2080,4307,2.0,0,0,3,7,2080,0,2080,4947,0,3
9256,811500.0,5,4.25,3970,4500,2.0,0,0,3,9,2860,1110,3480,4500,0,3
9257,275000.0,2,1.0,770,8149,1.0,0,0,5,6,770,0,770,8150,0,1
9258,650000.0,4,2.5,2500,6005,2.0,0,0,3,9,2500,0,2680,7200,0,3
9260,425000.0,3,2.5,1340,10018,1.0,0,0,4,7,1340,0,2520,13068,0,2
9261,530000.0,3,2.5,2640,13775,1.0,0,0,3,8,1550,1090,2120,12432,0,2
9262,657000.0,4,1.75,2740,8520,1.0,0,2,3,8,1370,1370,2740,9286,0,1
9263,315000.0,4,2.75,1580,3770,1.0,0,0,3,7,1080,500,1740,3800,0,3
9265,550000.0,3,2.75,1960,13252,1.0,0,0,5,8,1240,720,2040,9866,0,2
9266,347000.0,2,2.25,1560,1705,2.0,0,0,3,8,1270,290,1560,1758,0,3
9267,525000.0,5,2.75,2440,8000,1.0,0,0,4,7,1240,1200,1780,8391,0,2
9268,490000.0,3,1.5,990,1343,2.0,0,0,3,8,840,150,1350,2521,0,3
9269,500000.0,3,2.25,2210,7916,2.0,0,0,3,8,2210,0,1450,7955,0,2
9270,585000.0,3,2.75,3080,7282,2.0,0,0,3,9,3080,0,3080,7274,0,3
9271,926500.0,4,2.75,2900,17802,1.0,0,2,3,9,1750,1150,2900,15720,0,2
9272,465000.0,1,1.0,1020,3200,1.0,0,0,3,7,1020,0,1670,3480,0,0
9273,200000.0,4,2.0,1900,8160,1.0,0,0,3,7,1900,0,1280,6532,0,2
9277,715000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2080,2250,0,3
9278,780000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2080,2250,0,3
9279,410000.0,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1310,4080,0,1
9280,778100.0,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1310,4080,0,1
9281,406000.0,3,1.0,1090,11292,1.0,0,0,4,7,1090,0,1570,8198,0,1
9282,665000.0,4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,2580,5900,0,2
9283,305000.0,2,1.0,1000,8212,1.0,0,0,4,7,1000,0,1620,8214,0,1
9284,265000.0,3,2.5,1640,7668,2.0,0,0,3,7,1640,0,1850,7200,0,3
9285,485000.0,4,1.0,1620,4080,1.5,0,0,3,7,1620,0,1760,4080,0,0
9287,510000.0,2,1.5,1860,5100,1.0,0,0,3,7,1060,800,1710,5100,0,1
9288,195000.0,2,1.0,1080,3899,1.0,0,0,4,8,1080,0,1090,3899,0,2
9289,432500.0,3,1.75,1980,5100,1.0,0,0,3,7,1270,710,1400,5100,0,2
9290,490000.0,3,1.75,1510,8433,1.0,0,0,4,7,1220,290,1950,8199,0,2
9291,270000.0,3,2.5,1690,7165,2.0,0,0,4,7,1690,0,1410,8590,0,3
9292,370000.0,2,1.5,1010,2102,2.0,0,0,3,7,1010,0,1480,2632,0,2
9293,327500.0,3,2.5,2090,12027,2.0,0,0,3,8,2090,0,2090,12666,0,3
9294,826000.0,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1730,4080,0,0
9295,510000.0,3,1.75,1750,7020,2.0,0,0,3,7,1750,0,1170,9546,1,1
9296,587750.0,2,1.0,890,4730,1.0,0,0,3,7,890,0,1330,5904,0,1
9297,449228.0,5,2.5,3020,24750,1.0,0,0,3,8,1650,1370,2930,16062,0,2
9301,612500.0,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1280,5000,1,1
9302,560000.0,4,1.75,2120,6250,1.0,0,0,5,7,1060,1060,1410,6250,0,0
9303,727000.0,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1850,4200,0,1
9304,224000.0,4,3.0,2300,7609,2.0,0,0,4,7,2300,0,940,5937,0,2
9306,439000.0,3,2.25,1480,7565,1.0,0,0,3,7,1220,260,1660,7565,0,2
9308,779000.0,4,1.5,2740,4912,1.0,0,0,4,8,1370,1370,2160,5006,0,1
9309,452000.0,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,2010,13135,0,1
